event_idx,max_p95,max_p99,max_frac,max_jump
91,7.115484635715923,11.408464250378477,0.0,11.827541463219765
92,5.507875249827451,6.819722206321524,0.0,11.280920494447688
93,9.11916501606015,11.87834727198086,0.0,13.209538747093697
94,29.113369819324472,51.38177238171883,0.09090909090909091,58.29192136226902
95,29.113369819324472,51.38177238171883,0.09090909090909091,59.30343763463081
96,20.408046166490962,50.715146323113395,0.06666666666666667,58.29192136226902
97,5.190148480726707,9.785151613261487,0.0076045627376425855,38.342258293537306
98,4.993439708724411,5.014468125993191,0.0,5.019725230310386
99,4.841202970465041,18.852003674710236,0.0091324200913242,36.75215359206359
100,20.408046166490962,50.715146323113395,0.06666666666666667,58.29192136226902
101,3.8535121363235207,37.66406653552698,0.018050541516245487,59.30343763463081
102,3.454954756348385,37.66406653552698,0.018050541516245487,62.80712911056902
103,3.7251099246649932,37.66406653552698,0.018050541516245487,59.30343763463081
104,5.068173232916904,9.776225679349077,0.0,12.76006110874489
105,4.320821111269852,7.903464813970213,0.0,11.60373339696871
106,28.428559187673475,35.74505282138167,0.07692307692307693,44.292265688148795
107,3.7251099246649932,4.801834866536148,0.0053475935828877,41.81458929164619
108,48.69781076597389,50.608858027912454,0.5,51.086619843397095
109,2.9727694080671494,21.262707386024204,0.011627906976744186,62.80712911056902
110,9.722288817854722,39.99598787342502,0.05263157894736842,40.05520401331733
111,9.722288817854722,39.99598787342502,0.05263157894736842,62.80712911056902
112,2.644037099573315,21.262707386024204,0.011627906976744186,62.80712911056902
113,3.648311651214048,4.977367853512371,0.0,8.486377083829344
