event_id,cell_id,obj_i,obj_j,t_exit_i,t_entry_j,PET
1562,CELL_H_4,105,105,2.199447904191617,2.4660476501542368,0.2665997459626199
1563,CELL_H_4,105,112,2.199447904191617,2.6993224278715293,0.4998745236799125
1564,CELL_H_4,105,116,2.199447904191617,2.6993224278715293,0.4998745236799125
1565,CELL_H_4,105,116,2.199447904191617,2.7659723643621845,0.5665244601705677
1566,CELL_H_4,105,128,2.199447904191617,2.9659221738341497,0.7664742696425328
1567,CELL_H_4,105,146,2.199447904191617,3.6657465069860278,1.466298602794411
1568,CELL_H_4,105,20,2.4660476501542368,4.298920903647251,1.8328732534930143
1569,CELL_H_4,105,87,2.4660476501542368,4.298920903647251,1.8328732534930143
1570,CELL_H_4,105,112,2.4660476501542368,2.6993224278715293,0.23327477771729255
1571,CELL_H_4,105,116,2.4660476501542368,2.6993224278715293,0.23327477771729255
1572,CELL_H_4,105,116,2.4660476501542368,2.7659723643621845,0.29992471420794775
1573,CELL_H_4,105,128,2.4660476501542368,2.9659221738341497,0.4998745236799129
1574,CELL_H_4,105,146,2.4660476501542368,3.6657465069860278,1.199698856831791
1575,CELL_H_4,112,20,3.4657966975140626,4.298920903647251,0.8331242061331885
1576,CELL_H_4,112,20,3.4657966975140626,4.598845617855199,1.1330489203411362
1577,CELL_H_4,112,20,3.4657966975140626,4.9320953003084735,1.466298602794411
1578,CELL_H_4,112,87,3.4657966975140626,4.298920903647251,0.8331242061331885
1579,CELL_H_4,112,87,3.4657966975140626,4.665495554345854,1.199698856831791
1580,CELL_H_4,112,87,3.4657966975140626,4.765470459081836,1.2996737615677736
1581,CELL_H_4,112,87,3.4657966975140626,4.832120395572491,1.3663236980584283
1582,CELL_H_4,112,87,3.4657966975140626,4.998745236799128,1.5329485392850657
1583,CELL_H_4,112,146,3.4657966975140626,3.6657465069860278,0.19994980947196517
1584,CELL_H_4,116,20,2.6993224278715293,4.298920903647251,1.5995984757757218
1585,CELL_H_4,116,20,2.6993224278715293,4.598845617855199,1.8995231899836695
1586,CELL_H_4,116,87,2.6993224278715293,4.298920903647251,1.5995984757757218
1587,CELL_H_4,116,87,2.6993224278715293,4.665495554345854,1.9661731264743243
1588,CELL_H_4,116,116,2.6993224278715293,2.7659723643621845,0.0666499364906552
1589,CELL_H_4,116,128,2.6993224278715293,2.9659221738341497,0.26659974596262037
1590,CELL_H_4,116,146,2.6993224278715293,3.6657465069860278,0.9664240791144985
1591,CELL_H_4,116,20,3.4657966975140626,4.298920903647251,0.8331242061331885
1592,CELL_H_4,116,20,3.4657966975140626,4.598845617855199,1.1330489203411362
1593,CELL_H_4,116,20,3.4657966975140626,4.9320953003084735,1.466298602794411
1594,CELL_H_4,116,87,3.4657966975140626,4.298920903647251,0.8331242061331885
1595,CELL_H_4,116,87,3.4657966975140626,4.665495554345854,1.199698856831791
1596,CELL_H_4,116,87,3.4657966975140626,4.765470459081836,1.2996737615677736
1597,CELL_H_4,116,87,3.4657966975140626,4.832120395572491,1.3663236980584283
1598,CELL_H_4,116,87,3.4657966975140626,4.998745236799128,1.5329485392850657
1599,CELL_H_4,116,146,3.4657966975140626,3.6657465069860278,0.19994980947196517
1600,CELL_H_4,128,20,2.9659221738341497,4.298920903647251,1.3329987298131014
1601,CELL_H_4,128,20,2.9659221738341497,4.598845617855199,1.6329234440210492
1602,CELL_H_4,128,20,2.9659221738341497,4.9320953003084735,1.9661731264743239
1603,CELL_H_4,128,87,2.9659221738341497,4.298920903647251,1.3329987298131014
1604,CELL_H_4,128,87,2.9659221738341497,4.665495554345854,1.699573380511704
1605,CELL_H_4,128,87,2.9659221738341497,4.765470459081836,1.7995482852476865
1606,CELL_H_4,128,87,2.9659221738341497,4.832120395572491,1.8661982217383413
1607,CELL_H_4,128,146,2.9659221738341497,3.6657465069860278,0.6998243331518781
1608,CELL_H_4,146,20,4.132296062420613,4.298920903647251,0.16662484122663823
1609,CELL_H_4,146,20,4.132296062420613,4.598845617855199,0.466549555434586
1610,CELL_H_4,146,20,4.132296062420613,4.9320953003084735,0.7997992378878607
1611,CELL_H_4,146,87,4.132296062420613,4.298920903647251,0.16662484122663823
1612,CELL_H_4,146,87,4.132296062420613,4.665495554345854,0.5331994919252407
1613,CELL_H_4,146,87,4.132296062420613,4.765470459081836,0.6331743966612233
1614,CELL_H_4,146,87,4.132296062420613,4.832120395572491,0.6998243331518781
1615,CELL_H_4,146,87,4.132296062420613,4.998745236799128,0.8664491743785154
1616,CELL_K_4,14,10,1.7328983487570313,2.6326724913808746,0.8997741426238433
1617,CELL_K_4,18,10,1.4329736345490836,2.6326724913808746,1.199698856831791
1618,CELL_K_4,18,14,1.4329736345490836,1.4996235710397385,0.06664993649065498
1619,CELL_K_4,27,27,9.264341172201052,9.330991108691707,0.06664993649065565
1620,CELL_K_4,71,27,9.264341172201052,9.330991108691707,0.06664993649065565
1621,CELL_K_4,93,10,1.6995733805117037,2.6326724913808746,0.9330991108691709
1622,CELL_K_4,125,27,8.797791616766467,9.197691235710398,0.39989961894393034
1623,CELL_K_4,125,27,8.797791616766467,9.330991108691707,0.5331994919252399
1624,CELL_K_4,125,172,8.797791616766467,8.897766521502449,0.0999749047359817
1625,CELL_K_4,125,172,8.797791616766467,9.097716330974414,0.29992471420794686
1626,CELL_K_4,172,27,8.397891997822537,9.197691235710398,0.7997992378878607
1627,CELL_K_4,172,27,8.397891997822537,9.330991108691707,0.9330991108691702
1628,CELL_K_4,172,125,8.397891997822537,8.664491743785156,0.26659974596261904
1629,CELL_K_4,172,172,8.397891997822537,8.897766521502449,0.49987452367991203
1630,CELL_K_4,172,172,8.397891997822537,9.097716330974414,0.6998243331518772
1631,CELL_K_4,172,185,8.397891997822537,8.431216966067863,0.03332496824532605
1632,CELL_K_4,172,286,8.397891997822537,8.597841807294502,0.19994980947196517
1633,CELL_K_4,172,27,8.897766521502449,9.197691235710398,0.29992471420794864
1634,CELL_K_4,172,27,8.897766521502449,9.330991108691707,0.43322458718925816
1635,CELL_K_4,172,172,8.897766521502449,9.097716330974414,0.19994980947196517
1636,CELL_K_4,172,27,9.097716330974414,9.197691235710398,0.09997490473598347
1637,CELL_K_4,172,27,9.097716330974414,9.330991108691707,0.233274777717293
1638,CELL_K_4,185,27,8.431216966067863,9.197691235710398,0.7664742696425346
1639,CELL_K_4,185,27,8.431216966067863,9.330991108691707,0.8997741426238441
1640,CELL_K_4,185,125,8.431216966067863,8.664491743785156,0.233274777717293
1641,CELL_K_4,185,172,8.431216966067863,8.897766521502449,0.466549555434586
1642,CELL_K_4,185,172,8.431216966067863,9.097716330974414,0.6664993649065512
1643,CELL_K_4,185,286,8.431216966067863,8.597841807294502,0.16662484122663912
1644,CELL_K_4,286,27,9.264341172201052,9.330991108691707,0.06664993649065565
1645,CELL_L_4,18,10,2.1327979677009616,3.1325470150607875,0.9997490473598258
1646,CELL_L_4,27,27,9.16436626746507,9.29766614044638,0.13329987298130952
1647,CELL_L_4,27,71,9.16436626746507,9.29766614044638,0.13329987298130952
1648,CELL_L_4,27,286,9.16436626746507,9.29766614044638,0.13329987298130952
1649,CELL_L_4,27,298,9.16436626746507,9.197691235710398,0.033324968245327824
1650,CELL_L_4,93,10,1.2330238250771184,3.1325470150607875,1.899523189983669
1651,CELL_L_4,93,18,1.2330238250771184,1.4662986027944112,0.23327477771729277
1652,CELL_M_4,12,18,0.49987452367991286,2.166122935946289,1.666248412266376
1653,CELL_M_4,18,10,2.9325972055888223,3.6657465069860278,0.7331493013972055
1654,CELL_M_4,27,286,8.031317347123933,9.797540664126291,1.7662233170023587
1655,CELL_M_4,27,298,8.031317347123933,9.330991108691707,1.2996737615677745
1656,CELL_M_4,27,298,8.031317347123933,9.530940918163672,1.4996235710397396
1657,CELL_M_4,262,286,9.064391362729086,9.797540664126291,0.733149301397205
1658,CELL_M_4,262,298,9.064391362729086,9.330991108691707,0.2665997459626208
1659,CELL_M_4,262,298,9.064391362729086,9.530940918163672,0.466549555434586
1660,CELL_M_4,298,286,9.330991108691707,9.797540664126291,0.4665495554345842
1661,CELL_M_4,298,298,9.330991108691707,9.530940918163672,0.19994980947196517
1662,CELL_N_4,10,51,4.565520649609871,5.931844347668299,1.3663236980584283
1663,CELL_N_4,18,10,4.065646125929958,4.432220776628561,0.3665746506986025
1664,CELL_N_4,18,51,4.065646125929958,5.931844347668299,1.8661982217383413
1665,CELL_N_4,51,51,6.798293522046815,7.031568299764108,0.233274777717293
1666,CELL_N_4,51,51,6.798293522046815,7.098218236254763,0.29992471420794775
1667,CELL_N_4,51,51,7.031568299764108,7.098218236254763,0.06664993649065476
1668,CELL_O_5,10,278,7.898017474142623,8.231267156595898,0.3332496824532747
1669,CELL_O_5,10,278,7.898017474142623,8.964416457993105,1.0663989838504815
1670,CELL_O_5,10,278,7.898017474142623,9.031066394483759,1.1330489203411354
1671,CELL_O_5,10,278,7.898017474142623,9.430966013427689,1.5329485392850657
1672,CELL_O_5,10,278,7.898017474142623,9.797540664126291,1.8995231899836682
1673,CELL_O_5,10,278,7.898017474142623,9.864190600616947,1.9661731264743239
1674,CELL_O_5,18,10,5.265344982761749,5.698569569951006,0.43322458718925727
1675,CELL_O_5,18,18,5.265344982761749,5.331994919252404,0.06664993649065476
1676,CELL_O_5,18,18,5.265344982761749,5.465294792233714,0.19994980947196517
1677,CELL_O_5,18,18,5.265344982761749,5.765219506441662,0.4998745236799129
1678,CELL_O_5,18,18,5.265344982761749,6.06514422064961,0.7997992378878607
1679,CELL_O_5,18,18,5.265344982761749,6.6316686808201775,1.3663236980584283
1680,CELL_O_5,18,18,5.265344982761749,6.831618490292143,1.5662735075303935
1681,CELL_O_5,18,10,5.331994919252404,5.698569569951006,0.3665746506986025
1682,CELL_O_5,18,18,5.331994919252404,5.465294792233714,0.1332998729813104
1683,CELL_O_5,18,18,5.331994919252404,5.765219506441662,0.43322458718925816
1684,CELL_O_5,18,18,5.331994919252404,6.06514422064961,0.7331493013972059
1685,CELL_O_5,18,18,5.331994919252404,6.6316686808201775,1.2996737615677736
1686,CELL_O_5,18,18,5.331994919252404,6.831618490292143,1.4996235710397388
1687,CELL_O_5,18,10,5.598594665215024,5.698569569951006,0.09997490473598258
1688,CELL_O_5,18,18,5.598594665215024,5.765219506441662,0.16662484122663823
1689,CELL_O_5,18,18,5.598594665215024,6.06514422064961,0.466549555434586
1690,CELL_O_5,18,18,5.598594665215024,6.6316686808201775,1.0330740156051537
1691,CELL_O_5,18,18,5.598594665215024,6.831618490292143,1.2330238250771188
1692,CELL_O_5,18,258,5.598594665215024,7.5980927599346755,1.9994980947196517
1693,CELL_O_5,18,18,5.765219506441662,6.06514422064961,0.29992471420794775
1694,CELL_O_5,18,18,5.765219506441662,6.6316686808201775,0.8664491743785154
1695,CELL_O_5,18,18,5.765219506441662,6.831618490292143,1.0663989838504806
1696,CELL_O_5,18,258,5.765219506441662,7.5980927599346755,1.8328732534930134
1697,CELL_O_5,18,18,6.265094030121575,6.6316686808201775,0.3665746506986025
1698,CELL_O_5,18,18,6.265094030121575,6.831618490292143,0.5665244601705677
1699,CELL_O_5,18,258,6.265094030121575,7.5980927599346755,1.3329987298131005
1700,CELL_O_5,18,278,6.265094030121575,8.231267156595898,1.966173126474323
1701,CELL_O_5,18,18,6.6316686808201775,6.831618490292143,0.19994980947196517
1702,CELL_O_5,18,258,6.6316686808201775,7.5980927599346755,0.966424079114498
1703,CELL_O_5,18,278,6.6316686808201775,8.231267156595898,1.5995984757757205
1704,CELL_O_5,18,258,7.198193140990745,7.5980927599346755,0.39989961894393034
1705,CELL_O_5,18,278,7.198193140990745,8.231267156595898,1.0330740156051528
1706,CELL_O_5,18,278,7.198193140990745,8.964416457993105,1.7662233170023596
1707,CELL_O_5,18,278,7.198193140990745,9.031066394483759,1.8328732534930134
1708,CELL_O_5,258,278,9.730890727635638,9.797540664126291,0.06664993649065387
1709,CELL_O_5,258,278,9.730890727635638,9.864190600616947,0.13329987298130952
1710,CELL_O_5,278,278,8.697816712030484,8.964416457993105,0.2665997459626208
1711,CELL_O_5,278,278,8.697816712030484,9.031066394483759,0.3332496824532747
1712,CELL_O_5,278,278,8.697816712030484,9.430966013427689,0.733149301397205
1713,CELL_O_5,278,278,8.697816712030484,9.797540664126291,1.0997239520958075
1714,CELL_O_5,278,278,8.697816712030484,9.864190600616947,1.1663738885864632
1715,CELL_O_5,278,278,8.964416457993105,9.031066394483759,0.06664993649065387
1716,CELL_O_5,278,278,8.964416457993105,9.430966013427689,0.4665495554345842
1717,CELL_O_5,278,278,8.964416457993105,9.797540664126291,0.8331242061331867
1718,CELL_O_5,278,278,8.964416457993105,9.864190600616947,0.8997741426238424
1719,CELL_O_5,278,278,9.064391362729086,9.430966013427689,0.3665746506986025
1720,CELL_O_5,278,278,9.064391362729086,9.797540664126291,0.733149301397205
1721,CELL_O_5,278,278,9.064391362729086,9.864190600616947,0.7997992378878607
1722,CELL_O_5,278,278,9.69756575939031,9.797540664126291,0.0999749047359817
1723,CELL_O_5,278,278,9.69756575939031,9.864190600616947,0.16662484122663734
1724,CELL_O_5,278,278,9.797540664126291,9.864190600616947,0.06664993649065565
1725,CELL_R_1,11,160,4.2322709671565955,4.298920903647251,0.06664993649065565
1726,CELL_R_1,11,214,4.2322709671565955,6.198444093630919,1.9661731264743239
1727,CELL_R_1,160,214,5.798544474686989,6.198444093630919,0.39989961894393034
1728,CELL_R_1,214,267,7.298168045726728,7.898017474142623,0.5998494284158955
1729,CELL_R_1,214,292,7.298168045726728,8.931091489747777,1.6329234440210492
1730,CELL_R_1,267,292,8.864441553257121,8.931091489747777,0.06664993649065565
1731,CELL_L_5,12,14,0.09997490473598257,0.7664742696425331,0.6664993649065505
1732,CELL_L_5,12,21,0.09997490473598257,1.1996988568317908,1.0997239520958082
1733,CELL_L_5,12,58,0.09997490473598257,1.1663738885864634,1.0663989838504808
1734,CELL_L_5,12,72,0.09997490473598257,0.7664742696425331,0.6664993649065505
1735,CELL_L_5,12,72,0.09997490473598257,0.9330991108691707,0.8331242061331882
1736,CELL_L_5,63,14,0.3665746506986028,0.7664742696425331,0.3998996189439303
1737,CELL_L_5,63,21,0.3665746506986028,1.1996988568317908,0.833124206133188
1738,CELL_L_5,63,58,0.3665746506986028,1.1663738885864634,0.7997992378878607
1739,CELL_L_5,63,72,0.3665746506986028,0.7664742696425331,0.3998996189439303
1740,CELL_L_5,63,72,0.3665746506986028,0.9330991108691707,0.5665244601705679
1741,CELL_L_5,72,21,0.7664742696425331,1.1996988568317908,0.4332245871892577
1742,CELL_L_5,72,58,0.7664742696425331,1.1663738885864634,0.39989961894393034
1743,CELL_L_5,72,72,0.7664742696425331,0.9330991108691707,0.16662484122663768
1744,CELL_L_5,72,21,0.9997490473598257,1.1996988568317908,0.19994980947196506
1745,CELL_L_5,72,58,0.9997490473598257,1.1663738885864634,0.16662484122663768
1746,CELL_M_5,12,21,0.33324968245327524,0.633174396661223,0.29992471420794775
1747,CELL_M_5,12,58,0.33324968245327524,0.633174396661223,0.29992471420794775
1748,CELL_M_5,12,72,0.33324968245327524,0.7997992378878606,0.4665495554345853
1749,CELL_M_5,12,72,0.33324968245327524,1.0330740156051532,0.699824333151878
1750,CELL_M_5,14,72,0.7331493013972056,0.7997992378878606,0.06664993649065498
1751,CELL_M_5,14,72,0.7331493013972056,1.0330740156051532,0.29992471420794764
1752,CELL_M_5,72,72,0.7331493013972056,0.7997992378878606,0.06664993649065498
1753,CELL_M_5,72,72,0.7331493013972056,1.0330740156051532,0.29992471420794764
1754,CELL_M_5,72,72,0.8997741426238431,1.0330740156051532,0.13329987298131007
1755,CELL_O_4,15,12,0.2999247142079477,0.9330991108691707,0.6331743966612231
1756,CELL_O_4,15,72,0.2999247142079477,1.1330489203411358,0.833124206133188
1757,CELL_O_4,18,18,5.232020014516421,5.298669951007076,0.06664993649065476
1758,CELL_O_4,18,18,5.232020014516421,5.365319887497732,0.1332998729813104
1759,CELL_O_4,18,18,5.232020014516421,5.631919633460352,0.39989961894393034
1760,CELL_O_4,18,18,5.232020014516421,5.798544474686989,0.5665244601705677
1761,CELL_O_4,18,18,5.232020014516421,7.231518109236073,1.9994980947196517
1762,CELL_O_4,18,27,5.232020014516421,5.831869442932317,0.5998494284158955
1763,CELL_O_4,18,209,5.232020014516421,5.831869442932317,0.5998494284158955
1764,CELL_O_4,18,210,5.232020014516421,5.865194411177645,0.6331743966612233
1765,CELL_O_4,18,210,5.232020014516421,6.1317941571402645,0.8997741426238433
1766,CELL_O_4,18,18,5.298669951007076,5.365319887497732,0.06664993649065565
1767,CELL_O_4,18,18,5.298669951007076,5.631919633460352,0.3332496824532756
1768,CELL_O_4,18,18,5.298669951007076,5.798544474686989,0.4998745236799129
1769,CELL_O_4,18,18,5.298669951007076,7.231518109236073,1.932848158228997
1770,CELL_O_4,18,27,5.298669951007076,5.831869442932317,0.5331994919252407
1771,CELL_O_4,18,209,5.298669951007076,5.831869442932317,0.5331994919252407
1772,CELL_O_4,18,210,5.298669951007076,5.865194411177645,0.5665244601705686
1773,CELL_O_4,18,210,5.298669951007076,6.1317941571402645,0.8331242061331885
1774,CELL_O_4,18,18,5.4319698239883865,5.631919633460352,0.19994980947196517
1775,CELL_O_4,18,18,5.4319698239883865,5.798544474686989,0.3665746506986025
1776,CELL_O_4,18,18,5.4319698239883865,7.231518109236073,1.7995482852476865
1777,CELL_O_4,18,27,5.4319698239883865,5.831869442932317,0.39989961894393034
1778,CELL_O_4,18,209,5.4319698239883865,5.831869442932317,0.39989961894393034
1779,CELL_O_4,18,210,5.4319698239883865,5.865194411177645,0.43322458718925816
1780,CELL_O_4,18,210,5.4319698239883865,6.1317941571402645,0.6998243331518781
1781,CELL_O_4,18,18,5.731894538196334,5.798544474686989,0.06664993649065476
1782,CELL_O_4,18,18,5.731894538196334,7.231518109236073,1.4996235710397388
1783,CELL_O_4,18,18,5.731894538196334,7.464792886953366,1.7328983487570317
1784,CELL_O_4,18,27,5.731894538196334,5.831869442932317,0.09997490473598258
1785,CELL_O_4,18,209,5.731894538196334,5.831869442932317,0.09997490473598258
1786,CELL_O_4,18,210,5.731894538196334,5.865194411177645,0.1332998729813104
1787,CELL_O_4,18,210,5.731894538196334,6.1317941571402645,0.39989961894393034
1788,CELL_O_4,18,18,6.031819252404282,7.231518109236073,1.199698856831791
1789,CELL_O_4,18,18,6.031819252404282,7.464792886953366,1.432973634549084
1790,CELL_O_4,18,210,6.031819252404282,6.1317941571402645,0.09997490473598258
1791,CELL_O_4,18,18,7.39814295046271,7.464792886953366,0.06664993649065565
1792,CELL_O_4,27,18,6.565018744329523,7.231518109236073,0.6664993649065503
1793,CELL_O_4,27,18,6.565018744329523,7.464792886953366,0.8997741426238433
1794,CELL_O_4,51,18,5.8985193794229716,7.231518109236073,1.3329987298131014
1795,CELL_O_4,51,18,5.8985193794229716,7.464792886953366,1.5662735075303944
1796,CELL_O_4,51,210,5.8985193794229716,6.1317941571402645,0.233274777717293
1797,CELL_O_4,209,18,6.565018744329523,7.231518109236073,0.6664993649065503
1798,CELL_O_4,209,18,6.565018744329523,7.464792886953366,0.8997741426238433
1799,CELL_O_4,210,18,6.06514422064961,7.231518109236073,1.1663738885864632
1800,CELL_O_4,210,18,6.06514422064961,7.464792886953366,1.3996486663037562
1801,CELL_O_4,210,210,6.06514422064961,6.1317941571402645,0.06664993649065476
1802,CELL_O_4,210,18,6.1317941571402645,7.231518109236073,1.0997239520958084
1803,CELL_O_4,210,18,6.1317941571402645,7.464792886953366,1.3329987298131014
1804,CELL_O_3,12,16,1.2996737615677734,2.8992722373434945,1.5995984757757211
1805,CELL_O_3,15,12,0.33324968245327524,1.266348793322446,0.9330991108691707
1806,CELL_O_3,16,71,3.3991467610234074,4.865445363817819,1.4662986027944114
1807,CELL_O_3,24,12,0.8664491743785157,1.266348793322446,0.39989961894393034
1808,CELL_O_3,38,253,6.664993649065505,8.264592124841226,1.5995984757757205
1809,CELL_O_3,38,266,6.664993649065505,8.197942188350572,1.5329485392850666
1810,CELL_O_3,71,38,5.465294792233714,5.965169315913627,0.4998745236799129
1811,CELL_O_3,71,199,5.465294792233714,5.498619760479041,0.033324968245326936
1812,CELL_O_3,71,210,5.465294792233714,6.098469188894937,0.6331743966612224
1813,CELL_O_3,71,210,5.465294792233714,6.165119125385592,0.6998243331518781
1814,CELL_O_3,199,38,5.565269696969697,5.965169315913627,0.39989961894393034
1815,CELL_O_3,199,210,5.565269696969697,6.098469188894937,0.5331994919252399
1816,CELL_O_3,199,210,5.565269696969697,6.165119125385592,0.5998494284158955
1817,CELL_O_3,210,210,6.098469188894937,6.165119125385592,0.06664993649065565
1818,CELL_O_3,210,253,6.565018744329523,8.264592124841226,1.699573380511703
1819,CELL_O_3,210,266,6.565018744329523,8.197942188350572,1.6329234440210492
1820,CELL_P_3,12,16,1.7328983487570313,2.2660978406822716,0.5331994919252403
1821,CELL_P_3,15,12,0.7331493013972056,1.332998729813101,0.5998494284158954
1822,CELL_P_3,15,16,0.7331493013972056,2.2660978406822716,1.5329485392850661
1823,CELL_P_3,15,24,0.7331493013972056,0.8997741426238431,0.16662484122663757
1824,CELL_P_3,16,71,2.865947269098167,4.132296062420613,1.2663487933224458
1825,CELL_P_3,24,16,1.5995984757757211,2.2660978406822716,0.6664993649065505
1826,CELL_P_3,71,38,4.832120395572491,5.331994919252404,0.4998745236799129
1827,CELL_Q_3,12,27,2.1327979677009616,3.998996189439303,1.8661982217383413
1828,CELL_Q_3,12,71,2.1327979677009616,3.49912166575939,1.3663236980584283
1829,CELL_Q_3,15,12,1.1330489203411358,1.766223317002359,0.6331743966612231
1830,CELL_Q_3,15,16,1.1330489203411358,1.5329485392850661,0.39989961894393034
1831,CELL_Q_3,15,24,1.1330489203411358,1.6329234440210487,0.4998745236799129
1832,CELL_Q_3,16,27,2.2327728724369442,3.998996189439303,1.7662233170023587
1833,CELL_Q_3,16,71,2.2327728724369442,3.49912166575939,1.2663487933224458
1834,CELL_Q_3,24,12,1.6329234440210487,1.766223317002359,0.13329987298131019
1835,CELL_Q_3,24,71,1.6329234440210487,3.49912166575939,1.8661982217383413
1836,CELL_Q_3,27,38,4.532195681364543,4.798795427327163,0.2665997459626199
1837,CELL_Q_3,27,148,4.532195681364543,5.265344982761749,0.7331493013972059
1838,CELL_Q_3,71,38,4.098971094175286,4.798795427327163,0.6998243331518772
1839,CELL_Q_3,71,148,4.098971094175286,5.265344982761749,1.1663738885864632
1840,CELL_Q_3,266,228,9.330991108691707,9.69756575939031,0.3665746506986025
1841,CELL_R_3,12,27,2.2660978406822716,3.0658970785701323,0.7997992378878607
1842,CELL_R_3,12,38,2.2660978406822716,4.132296062420613,1.8661982217383413
1843,CELL_R_3,12,71,2.2660978406822716,2.6993224278715293,0.4332245871892577
1844,CELL_R_3,12,106,2.2660978406822716,2.6993224278715293,0.4332245871892577
1845,CELL_R_3,15,12,1.2330238250771184,2.166122935946289,0.9330991108691706
1846,CELL_R_3,15,27,1.2330238250771184,3.0658970785701323,1.8328732534930139
1847,CELL_R_3,15,71,1.2330238250771184,2.6993224278715293,1.466298602794411
1848,CELL_R_3,15,106,1.2330238250771184,2.6993224278715293,1.466298602794411
1849,CELL_R_3,16,12,1.4996235710397385,2.166122935946289,0.6664993649065505
1850,CELL_R_3,16,27,1.4996235710397385,3.0658970785701323,1.5662735075303937
1851,CELL_R_3,16,71,1.4996235710397385,2.6993224278715293,1.1996988568317908
1852,CELL_R_3,16,106,1.4996235710397385,2.6993224278715293,1.1996988568317908
1853,CELL_R_3,27,38,3.9656712211939755,4.132296062420613,0.16662484122663734
1854,CELL_R_3,27,148,3.9656712211939755,5.398644855743059,1.432973634549083
1855,CELL_R_3,38,148,4.765470459081836,5.398644855743059,0.6331743966612224
1856,CELL_R_3,71,38,3.4657966975140626,4.132296062420613,0.6664993649065503
1857,CELL_R_3,71,148,3.4657966975140626,5.398644855743059,1.932848158228996
1858,CELL_R_3,106,38,3.1991969515514422,4.132296062420613,0.9330991108691706
1859,CELL_R_2,12,165,2.5660225548902194,4.398895808383234,1.8328732534930143
1860,CELL_R_2,15,12,1.5662735075303937,2.2994228089275994,0.7331493013972057
1861,CELL_R_2,15,24,1.5662735075303937,2.3993977136635816,0.8331242061331878
1862,CELL_R_2,15,104,1.5662735075303937,2.3993977136635816,0.8331242061331878
1863,CELL_R_2,24,165,3.1991969515514422,4.398895808383234,1.1996988568317914
1864,CELL_R_2,26,12,0.5998494284158954,2.2994228089275994,1.699573380511704
1865,CELL_R_2,26,15,0.5998494284158954,1.266348793322446,0.6664993649065506
1866,CELL_R_2,26,24,0.5998494284158954,2.3993977136635816,1.799548285247686
1867,CELL_R_2,26,104,0.5998494284158954,2.3993977136635816,1.799548285247686
1868,CELL_R_2,56,12,0.8331242061331882,2.2994228089275994,1.4662986027944114
1869,CELL_R_2,56,15,0.8331242061331882,1.266348793322446,0.4332245871892578
1870,CELL_R_2,56,24,0.8331242061331882,2.3993977136635816,1.5662735075303935
1871,CELL_R_2,56,104,0.8331242061331882,2.3993977136635816,1.5662735075303935
1872,CELL_R_2,104,165,3.1991969515514422,4.398895808383234,1.1996988568317914
1873,CELL_R_2,148,148,5.232020014516421,5.298669951007076,0.06664993649065476
1874,CELL_B_4,13,23,0.1332998729813101,0.5998494284158954,0.4665495554345853
1875,CELL_B_4,126,139,5.265344982761749,5.631919633460352,0.3665746506986025
1876,CELL_B_4,126,146,5.265344982761749,6.565018744329523,1.2996737615677736
1877,CELL_B_4,126,163,5.265344982761749,6.565018744329523,1.2996737615677736
1878,CELL_B_4,139,146,6.198444093630919,6.565018744329523,0.3665746506986034
1879,CELL_B_4,139,163,6.198444093630919,6.565018744329523,0.3665746506986034
1880,CELL_B_4,244,246,9.330991108691707,9.464290981673017,0.13329987298130952
1881,CELL_A_4,13,23,0.633174396661223,0.9664240791144982,0.33324968245327524
1882,CELL_A_4,52,256,7.498117855198693,7.5647677916893485,0.06664993649065565
1883,CELL_A_4,126,52,5.931844347668299,6.831618490292143,0.8997741426238433
1884,CELL_A_4,126,139,5.931844347668299,6.231769061876247,0.29992471420794775
1885,CELL_A_4,126,146,5.931844347668299,7.064893268009436,1.1330489203411362
1886,CELL_A_4,126,163,5.931844347668299,7.064893268009436,1.1330489203411362
1887,CELL_A_4,126,244,5.931844347668299,7.298168045726728,1.3663236980584283
1888,CELL_A_4,126,246,5.931844347668299,7.364817982217383,1.432973634549084
1889,CELL_A_4,126,256,5.931844347668299,7.5647677916893485,1.6329234440210492
1890,CELL_A_4,139,146,6.931593395028125,7.064893268009436,0.1332998729813104
1891,CELL_A_4,139,163,6.931593395028125,7.064893268009436,0.1332998729813104
1892,CELL_A_4,139,244,6.931593395028125,7.298168045726728,0.3665746506986025
1893,CELL_A_4,139,246,6.931593395028125,7.364817982217383,0.43322458718925816
1894,CELL_A_4,139,256,6.931593395028125,7.5647677916893485,0.6331743966612233
1895,CELL_T_1,15,24,2.5660225548902194,4.132296062420613,1.5662735075303935
1896,CELL_T_1,15,104,2.5660225548902194,4.132296062420613,1.5662735075303935
1897,CELL_T_1,26,15,1.6995733805117037,2.3993977136635816,0.6998243331518779
1898,CELL_T_1,37,24,2.9325972055888223,4.132296062420613,1.1996988568317906
1899,CELL_T_1,37,104,2.9325972055888223,4.132296062420613,1.1996988568317906
1900,CELL_T_1,56,15,1.966173126474324,2.3993977136635816,0.4332245871892575
1901,CELL_T_1,64,26,0.19994980947196514,1.399648666303756,1.1996988568317908
1902,CELL_T_1,64,56,0.19994980947196514,1.4329736345490836,1.2330238250771184
1903,CELL_N_3,16,71,3.8990212847033203,5.498619760479041,1.599598475775721
1904,CELL_N_3,16,199,3.8990212847033203,5.598594665215024,1.6995733805117035
